"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","GrowthRCA_ImportHS2_Group_Code","GrowthRCA_ImportHS2_Description","ProductGroup_Group_Code","ProductGroup_Description"
"Thailand","Lao PDR","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",61072.55,"-20.4912361098183",-20.49,23.74,0.12,0.12,"DOG",-2,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","38","Chemical products n.e.c.",19227.31,"113.86014281583",100.00,23.74,4.92832274779493e-04,4.92832274779493e-04,"INTRO",-1,2,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","39","Plastics and articles thereof",2190997.87,"-88.7540924665932",-88.75,23.74,0.02,0.02,"DOG",-2,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Thailand","Lao PDR","40","Rubber and articles thereof",226696.48,"-68.28424961447",-68.28,23.74,9.01639708895308e-03,9.01639708895308e-03,"DOG",-1,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Thailand","Lao PDR","41","Raw hides and skins (other than furskins) and leather",36490.53,"-5.89320723360996",-5.89,23.74,5.12695969696027e-03,5.12695969696027e-03,"DOG",-1,-1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Thailand","Lao PDR","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",126884.22,"36.4813863672667",36.48,23.74,0.02,0.02,"INTRO",-1,1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Thailand","Lao PDR","44","Wood and articles of wood; wood charcoal",13909053.26,"-28.2586711088304",-28.25,23.74,2.62,2.62,"COW",1,-1,"9","Textiles",9.00,"Wood"
"Thailand","Lao PDR","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",15698.14,"137.597528692923",100.00,23.74,0.21,0.21,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Thailand","Lao PDR","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",3311185.90,"36.8156510829704",36.81,23.74,0.39,0.39,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Thailand","Lao PDR","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",70067.25,"46.1393056118695",46.13,23.74,4.27161138403046e-03,4.27161138403046e-03,"INTRO",-1,2,"9","Textiles",9.00,"Wood"
"Thailand","Lao PDR","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2011090.94,"83.2819797896782",83.28,23.74,0.95,0.95,"INTRO",-1,2,"9","Textiles",9.00,"Wood"
"Thailand","Lao PDR","50","Silk",878.30,"32.0692299595507",32.06,23.74,8.98174308335798e-03,8.98174308335798e-03,"INTRO",-1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","52","Cotton",52517.28,"-65.2209685508293",-65.22,23.74,6.75533044279253e-03,6.75533044279253e-03,"DOG",-1,-1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","53","Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",245935.26,"106.052534941592",100.00,23.74,1.73,1.73,"STAR",1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","54","Man-made filaments; strip and the like of man-made textile materials",7565.02,"-35.223062412607",-35.22,23.74,9.89540763111158e-04,9.89540763111158e-04,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","55","Man-made staple fibres",2064.18,"-97.1951865772031",-97.19,23.74,6.15012394860345e-04,6.15012394860345e-04,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",62141.29,"390.085246563599",100.00,23.74,0.02,0.02,"INTRO",-1,2,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","57","Carpets and other textile floor coverings",166.74,"-79.3679469411998",-79.36,23.74,3.17145192946284e-04,3.17145192946284e-04,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",35629.38,"-40.1045658329183",-40.10,23.74,0.02,0.02,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",848410.01,"249799.855670103",100.00,23.74,0.16,0.16,"INTRO",-1,2,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","60","Fabrics; knitted or crocheted",1614.40,"-98.177001377299",-98.17,23.74,3.91653285843129e-04,3.91653285843129e-04,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","61","Apparel and clothing accessories; knitted or crocheted",198582.81,"-20.0793054169712",-20.07,23.74,0.04,0.04,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","62","Apparel and clothing accessories; not knitted or crocheted",381406.69,"-24.6472266902191",-24.64,23.74,0.06,0.06,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",43467.20,"-82.9541802614888",-82.95,23.74,0.01,0.01,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Lao PDR","64","Footwear; gaiters and the like; parts of such articles",12059213.51,"30.3844426156251",30.38,23.74,3.03,3.03,"STAR",1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Lao PDR","65","Headgear and parts thereof",30669.26,"1302.7158551422",100.00,23.74,0.07,0.07,"INTRO",-1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Lao PDR","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",360.36,"Infinity",100.00,23.74,1.4911300565806e-03,1.4911300565806e-03,"INTRO",-1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Lao PDR","67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1247146.19,"-9.06006134802284",-9.06,23.74,6.34,6.34,"COW",1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Lao PDR","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",287.50,"-99.9668483232493",-99.96,23.74,9.58200301216945e-05,9.58200301216945e-05,"DOG",-2,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Lao PDR","69","Ceramic products",10379.78,"138.724292896537",100.00,23.74,1.45859998037694e-03,1.45859998037694e-03,"INTRO",-1,2,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Lao PDR","70","Glass and glassware",342425.19,"87.3223652413472",87.32,23.74,0.03,0.03,"INTRO",-1,2,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Lao PDR","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",4301083.66,"758.548657812736",100.00,23.74,0.02,0.02,"INTRO",-1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Lao PDR","72","Iron and steel",340811.20,"282.075850326256",100.00,23.74,3.19948030038464e-03,3.19948030038464e-03,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Thailand","Lao PDR","73","Iron or steel articles",826249.37,"2.11623183018702",2.11,23.74,0.01,0.01,"DOG",-2,-1,"12","Metals",13.00,"Metals"
"Thailand","Lao PDR","74","Copper and articles thereof",315428560.78,"19.5867259491712",19.58,23.74,7.89,7.89,"COW",1,-1,"12","Metals",13.00,"Metals"
"Thailand","Lao PDR","76","Aluminium and articles thereof",495281.45,"-84.2850627334569",-84.28,23.74,0.01,0.01,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Thailand","Lao PDR","78","Lead and articles thereof",176.03,"-96.464011377515",-96.46,23.74,6.2520290840138e-05,6.2520290840138e-05,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Thailand","Lao PDR","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1068111.81,"26.3602397498443",26.36,23.74,0.06,0.06,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Thailand","Lao PDR","83","Metal; miscellaneous products of base metal",41839.93,"146.584876259447",100.00,23.74,6.43710799156358e-03,6.43710799156358e-03,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Thailand","Lao PDR","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",22437432.65,"88.9181574523527",88.91,23.74,0.08,0.08,"INTRO",-1,1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Thailand","Lao PDR","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",406276933.66,"15.3953606417399",15.39,23.74,0.99,0.99,"DOG",-2,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Thailand","Lao PDR","86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",104327.76,"2844.3006395024",100.00,23.74,0.17,0.17,"INTRO",-1,1,"14","Transportation",15.00,"Transportation"
"Thailand","Lao PDR","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",200780.15,"-78.2689167055495",-78.26,23.74,2.19504727775041e-03,2.19504727775041e-03,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Thailand","Lao PDR","88","Aircraft, spacecraft and parts thereof",269590.62,"393.410327056775",100.00,23.74,6.90045918639813e-03,6.90045918639813e-03,"INTRO",-1,2,"14","Transportation",15.00,"Transportation"
"Thailand","Lao PDR","89","Ships, boats and floating structures",51409.22,"-6.62854743345389",-6.62,23.74,3.06619388085873e-03,3.06619388085873e-03,"DOG",-2,-1,"14","Transportation",15.00,"Transportation"
"Thailand","Lao PDR","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",11360209.69,"68.5360724034218",68.53,23.74,0.20,0.20,"INTRO",-1,2,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Lao PDR","91","Clocks and watches and parts thereof",958.08,"Infinity",100.00,23.74,1.49147939755626e-04,1.49147939755626e-04,"INTRO",-1,2,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Lao PDR","92","Musical instruments; parts and accessories of such articles",1508.76,"16.9499802339372",16.94,23.74,3.58318904422055e-03,3.58318904422055e-03,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Lao PDR","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",13243532.61,"39.0011385669786",39.00,23.74,1.27,1.27,"STAR",1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Lao PDR","95","Toys, games and sports requisites; parts and accessories thereof",609792.94,"55.6342589323116",55.63,23.74,0.17,0.17,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Lao PDR","96","Miscellaneous manufactured articles",173221.53,"118.630355146868",100.00,23.74,0.04,0.04,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Myanmar","01","Animals; live",60503977.83,"17.2075343184819",17.20,36.29,53.55,10.00,"COW",2,-1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Myanmar","02","Meat and edible meat offal",1500.65,"Infinity",100.00,36.29,1.11202533564045e-03,1.11202533564045e-03,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Myanmar","03","Fish and crustaceans, molluscs and other aquatic invertebrates",123358988.94,"51.1738016548579",51.17,36.29,3.43,3.43,"STAR",2,1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Myanmar","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1158166.98,"42.2983112731489",42.29,36.29,0.15,0.15,"INTRO",-1,2,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Myanmar","05","Animal originated products; not elsewhere specified or included",6106802.50,"23.3575654790438",23.35,36.29,7.53,7.53,"COW",1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Myanmar","06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",3941.21,"-29.7098657763605",-29.70,36.29,0.01,0.01,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","07","Vegetables and certain roots and tubers; edible",15193314.67,"-56.2335788615868",-56.23,36.29,1.64,1.64,"COW",2,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","08","Fruit and nuts, edible; peel of citrus fruit or melons",9505215.33,"199.885563043512",100.00,36.29,0.89,0.89,"INTRO",-1,2,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","09","Coffee, tea, mate and spices",4294043.80,"-56.1420787603874",-56.14,36.29,0.99,0.99,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","10","Cereals",147.01,"-99.989986241555",-99.98,36.29,2.03579976477626e-05,2.03579976477626e-05,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",38654468.02,"36.6010784498061",36.60,36.29,2.39,2.39,"STAR",2,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","13","Lac; gums, resins and other vegetable saps and extracts",20699.99,"-75.912974348818",-75.91,36.29,0.01,0.01,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",699375.29,"41.3520740926085",41.35,36.29,1.84,1.84,"STAR",2,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",66.21,"Infinity",100.00,36.29,1.74537108781785e-05,1.74537108781785e-05,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Myanmar","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1193.45,"Infinity",100.00,36.29,4.96728691384294e-04,4.96728691384294e-04,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","17","Sugars and sugar confectionery",13540.71,"16.8282533538908",16.82,36.29,6.03020223724073e-03,6.03020223724073e-03,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",6642.84,"24.4529875618954",24.45,36.29,1.02211370798388e-03,1.02211370798388e-03,"DOG",-2,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","20","Preparations of vegetables, fruit, nuts or other parts of plants",117.85,"-99.9435946981601",-99.94,36.29,3.73804422729522e-05,3.73804422729522e-05,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","21","Miscellaneous edible preparations",511306.70,"1391.18048151112",100.00,36.29,0.05,0.05,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","22","Beverages, spirits and vinegar",566506.07,"38.360872306495",38.36,36.29,0.14,0.14,"INTRO",-1,2,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","23","Food industries, residues and wastes thereof; prepared animal fodder",29715635.96,"7.95136446930553",7.95,36.29,1.24,1.24,"COW",2,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","24","Tobacco and manufactured tobacco substitutes",75683.19,"1082.20072509837",100.00,36.29,0.02,0.02,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Myanmar","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",142840.46,"38.5689340393044",38.56,36.29,0.03,0.03,"INTRO",-1,1,"4","Mineral Products",4.00,"Minerals"
"Thailand","Myanmar","26","Ores, slag and ash",7385816.20,"18.1693299650172",18.16,36.29,2.45,2.45,"COW",1,-1,"4","Mineral Products",4.00,"Minerals"
"Thailand","Myanmar","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1893166600.79,"-3.0199533860712",-3.01,36.29,5.36,5.36,"COW",2,-1,"5","Chemicals & Allied Industries",5.00,"Fuels"
"Thailand","Myanmar","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",11623233.13,"-6.25848566283306",-6.25,36.29,0.56,0.56,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","29","Organic chemicals",15585.55,"3017.17234344687",100.00,36.29,3.22440330770991e-04,3.22440330770991e-04,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","30","Pharmaceutical products",2464.06,"184.595927512965",100.00,36.29,9.6821052744211e-05,9.6821052744211e-05,"INTRO",-2,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","31","Fertilizers",19.76,"-99.580541008697",-99.58,36.29,1.02095549771514e-06,1.02095549771514e-06,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",19153.30,"299.830910058764",100.00,36.29,1.1678139549638e-03,1.1678139549638e-03,"INTRO",-1,2,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",231981.53,"777.692280043964",100.00,36.29,0.01,0.01,"INTRO",-1,2,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",240232.03,"207.787549847056",100.00,36.29,0.02,0.02,"INTRO",-1,2,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","38","Chemical products n.e.c.",22967.80,"137.308905154136",100.00,36.29,5.27994237132921e-04,5.27994237132921e-04,"INTRO",-2,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Myanmar","39","Plastics and articles thereof",2551860.98,"947.082796427973",100.00,36.29,0.02,0.02,"INTRO",-1,1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
